# JD, Flux, Uncertainty
2.457424770351129118e+06 1.007624641019351452e+00 3.113197995634497972e-04
2.457424772377058864e+06 1.007677624291077656e+00 3.113563239417470080e-04
2.457424774402238894e+06 1.007743188259298650e+00 3.113843821929819598e-04
2.457424776427798904e+06 1.007647647679123182e+00 3.113976104240351447e-04
2.457424778452988714e+06 1.007861866846814891e+00 3.114626655658050318e-04
2.457424780478909146e+06 1.007367568336304364e+00 3.113979423747647440e-04
2.457424782504098956e+06 1.007523267818803747e+00 3.114426756179249859e-04
2.457424784529648721e+06 1.007438462789161715e+00 3.114388582501055147e-04
2.457424786554838996e+06 1.007763840056474569e+00 3.115046207905508460e-04
2.457424788580758963e+06 1.008227788808727654e+00 3.115662540776801106e-04
2.457424790605948772e+06 1.008813159137879945e+00 3.116912840926824380e-04
2.457424792631499004e+06 1.008388289399322790e+00 3.116179966398494061e-04
2.457424794656688813e+06 1.007956663534248731e+00 3.115513544333310182e-04
2.457424796682608780e+06 1.007914842245122511e+00 3.115498980561608438e-04
2.457424798707799055e+06 1.007166587811337610e+00 3.114155449012925435e-04
2.457424800733359065e+06 1.008468747024602763e+00 3.116196875405319528e-04
2.457424836624469142e+06 9.932860551835658303e-01 3.091207914648194319e-04
2.457424838650018908e+06 9.927062357044086349e-01 3.090322500660743388e-04
2.457424840675208718e+06 9.926369934279729579e-01 3.090491262422979078e-04
2.457424842701129150e+06 9.924535618770347067e-01 3.090083019868448120e-04
2.457424844726318959e+06 9.925447032179489648e-01 3.090445646925269688e-04
2.457424846751868725e+06 9.932077178748074386e-01 3.091531104957455280e-04
2.457424848777059000e+06 9.922224757997283318e-01 3.089979152610352925e-04
2.457424850802988745e+06 9.921775977109636990e-01 3.089917378450267728e-04
2.457424852828168776e+06 9.919188521580735163e-01 3.089769349270837535e-04
2.457424854853728786e+06 9.916381014288631057e-01 3.089440854690321493e-04
2.457424856878908817e+06 9.919676472879900286e-01 3.090096502627294136e-04
2.457424858904839028e+06 9.922442973416004675e-01 3.090365267115819021e-04
2.457424860930019058e+06 9.920415122001285946e-01 3.090231989244855118e-04
2.457424862955579069e+06 9.915462143060044253e-01 3.089294562015469669e-04
2.457424864980759099e+06 9.923459915428699540e-01 3.090468408473453599e-04
2.457424867006688844e+06 9.919494823370140768e-01 3.090177389835476124e-04
2.457424902909278870e+06 9.919454263252618365e-01 3.088101699522652799e-04
2.457424904934469145e+06 9.914793530590230164e-01 3.087585390468379422e-04
2.457424906960389111e+06 9.908295226655809973e-01 3.087062275877195121e-04
2.457424908985578921e+06 9.917154899499840415e-01 3.088269727930039203e-04
2.457424911011129152e+06 9.914120727293628255e-01 3.088019099207185659e-04
2.457424913036318962e+06 9.920961506586870593e-01 3.089044067635238330e-04
2.457424915062238928e+06 9.919229607293134077e-01 3.089039084452120340e-04
2.457424917087428737e+06 9.920102199490605788e-01 3.088972212955805275e-04
2.457424919112988748e+06 9.923979996684152427e-01 3.090096542019455002e-04
2.457424921138168778e+06 9.920952784059101637e-01 3.089366069204840825e-04
2.457424923164098989e+06 9.927349905824282006e-01 3.090527501911978807e-04
2.457424925189279020e+06 9.923896683365405202e-01 3.089960503516636149e-04
2.457424927214839030e+06 9.933709469727910468e-01 3.091412072177142606e-04
2.457424931265948806e+06 9.944732091331798252e-01 3.093415618791037691e-04
2.457424933291128837e+06 9.967569231223966097e-01 3.097038061064182014e-04
2.457424971219649073e+06 1.007392912303923138e+00 3.111522603326711970e-04
2.457424973244838882e+06 1.006850486848638759e+00 3.111237299460739179e-04
2.457424975270389114e+06 1.007495228462705450e+00 3.112178020471012313e-04
2.457424977295578923e+06 1.007162908928284528e+00 3.111891782833203085e-04
2.457424979321498889e+06 1.007298633218794981e+00 3.112058225590368338e-04
2.457424981346689165e+06 1.007061686132952438e+00 3.111586857682302519e-04
2.457424983372238930e+06 1.007779785298223763e+00 3.112938617900462557e-04
2.457424985397428740e+06 1.007149322485382248e+00 3.112084557921322193e-04
2.457424987423358951e+06 1.007154488605775056e+00 3.112079042083441350e-04
2.457424989448538981e+06 1.007409504741174633e+00 3.112497420814187084e-04
2.457424991474098992e+06 1.007055404782341013e+00 3.112420354058068528e-04
2.457424993499279022e+06 1.007716013114052345e+00 3.113322185689872839e-04
2.457424995525208768e+06 1.007677249003002817e+00 3.113002840109623491e-04
2.457424997550388798e+06 1.007372028859675028e+00 3.112503930033635796e-04
2.457424999575948808e+06 1.007322510470507027e+00 3.112333818638771143e-04
