# JD, Flux, Uncertainty
2.457424770351129118e+06 1.007194521440672785e+00 3.425287117087911690e-04
2.457424772377058864e+06 1.008143702248873730e+00 3.427071296188490034e-04
2.457424774402238894e+06 1.007721390694838348e+00 3.426561129187229225e-04
2.457424776427798904e+06 1.007550798638659151e+00 3.426629542788039605e-04
2.457424778452988714e+06 1.007589132326781378e+00 3.426998069767030371e-04
2.457424780478909146e+06 1.007891480493554592e+00 3.427630587377282750e-04
2.457424782504098956e+06 1.006839793808446792e+00 3.425993307509220026e-04
2.457424784529648721e+06 1.007570199051119664e+00 3.426897380012979021e-04
2.457424786554838996e+06 1.007603543311412997e+00 3.426831843283580092e-04
2.457424788580758963e+06 1.007737011555383866e+00 3.426831094710847429e-04
2.457424790605948772e+06 1.007199715028854303e+00 3.426235933652947404e-04
2.457424792631499004e+06 1.007526510334714853e+00 3.426600228229421063e-04
2.457424794656688813e+06 1.007699372405431504e+00 3.426860910525918766e-04
2.457424796682608780e+06 1.007720042572517904e+00 3.427090019731179188e-04
2.457424798707799055e+06 1.007873767355203842e+00 3.427258966512905926e-04
2.457424800733359065e+06 1.007705084106080173e+00 3.427131307673491212e-04
2.457424836624469142e+06 9.929770095508305694e-01 3.402366225213133066e-04
2.457424838650018908e+06 9.933720532384093804e-01 3.403136893940783016e-04
2.457424840675208718e+06 9.926446376074087308e-01 3.402253121483092514e-04
2.457424842701129150e+06 9.933661878563874170e-01 3.403234842637160016e-04
2.457424844726318959e+06 9.923112912271196961e-01 3.401739215351779573e-04
2.457424846751868725e+06 9.925958362053267647e-01 3.402256894571149240e-04
2.457424848777059000e+06 9.926355983518749815e-01 3.402140722661002007e-04
2.457424850802988745e+06 9.919670628981529514e-01 3.400626475668998131e-04
2.457424852828168776e+06 9.924967952973807739e-01 3.401615072170939666e-04
2.457424854853728786e+06 9.924100651992490141e-01 3.401357932136478499e-04
2.457424856878908817e+06 9.915561238608561201e-01 3.399946192681816944e-04
2.457424858904839028e+06 9.917360317358359101e-01 3.400153559719550273e-04
2.457424860930019058e+06 9.915347998415061648e-01 3.399889137426349395e-04
2.457424862955579069e+06 9.911234735256113648e-01 3.399230948773574400e-04
2.457424864980759099e+06 9.916878717420296585e-01 3.400193958078409824e-04
2.457424867006688844e+06 9.914768682844800063e-01 3.400295824634117512e-04
2.457424902909278870e+06 9.919575117427020805e-01 3.400678937685553630e-04
2.457424904934469145e+06 9.916227649926111498e-01 3.400545913941969674e-04
2.457424906960389111e+06 9.919077770251346626e-01 3.401538396730639292e-04
2.457424908985578921e+06 9.927473646161485421e-01 3.402727303061168205e-04
2.457424911011129152e+06 9.920792101409987573e-01 3.401775058854727735e-04
2.457424913036318962e+06 9.914539988040685925e-01 3.400711902743051049e-04
2.457424915062238928e+06 9.920727785783556296e-01 3.401895038640860526e-04
2.457424917087428737e+06 9.928937476403050244e-01 3.402539928396902322e-04
2.457424919112988748e+06 9.923036080655514013e-01 3.402000197948170735e-04
2.457424921138168778e+06 9.928050820845544244e-01 3.402370907843025086e-04
2.457424923164098989e+06 9.918594502629645149e-01 3.400911599372880164e-04
2.457424925189279020e+06 9.925118937397097163e-01 3.401853239337893618e-04
2.457424927214839030e+06 9.930199920747642128e-01 3.402731619944191128e-04
2.457424931265948806e+06 9.938206725417113585e-01 3.404467756853078687e-04
2.457424933291128837e+06 9.963106781041199955e-01 3.408984529386607678e-04
2.457424971219649073e+06 1.007828947719981771e+00 3.428345310738105563e-04
2.457424973244838882e+06 1.007308084811335158e+00 3.428156489116472388e-04
2.457424975270389114e+06 1.006729753013508422e+00 3.427026447192376454e-04
2.457424977295578923e+06 1.007425594448209338e+00 3.428385487649076874e-04
2.457424979321498889e+06 1.007748125033684383e+00 3.428902334866206002e-04
2.457424981346689165e+06 1.007890448959023466e+00 3.428992836811383923e-04
2.457424983372238930e+06 1.007309126292889712e+00 3.427915754357794892e-04
2.457424985397428740e+06 1.007764575293230935e+00 3.428610295243360155e-04
2.457424987423358951e+06 1.007641706263023851e+00 3.428118626171370578e-04
2.457424989448538981e+06 1.007446416225643793e+00 3.427770441467753752e-04
2.457424991474098992e+06 1.007480114250089098e+00 3.428325802074583045e-04
2.457424993499279022e+06 1.007427577000134633e+00 3.427982704115367565e-04
2.457424995525208768e+06 1.007812774918547039e+00 3.428458573261022424e-04
2.457424997550388798e+06 1.007721597782127665e+00 3.428523779718812138e-04
2.457424999575948808e+06 1.007640855779874167e+00 3.428412821626837135e-04
